location,network,signal_strength,signal_quality,sinr,data_speed,timestamp
Hostel A,Airtel,-82.4,25.7,14.2,10.5,2025-10-18 23:50:24.364844
Hostel A,Airtel,-83.3,33.3,9.2,11.2,2025-10-21 05:50:24.364844
Hostel A,Airtel,-77.2,40.6,8.8,12.0,2025-10-19 22:50:24.364844
Hostel A,Airtel,-78.0,25.5,12.1,9.8,2025-10-16 12:50:24.365939
Hostel A,Glo,-86.1,13.7,6.7,8.9,2025-10-17 07:50:24.365939
Hostel A,Glo,-82.0,33.2,4.4,5.2,2025-10-22 00:50:24.365939
Hostel A,Glo,-84.3,25.0,5.2,5.0,2025-10-22 04:50:24.365939
Hostel A,Glo,-80.0,31.0,9.5,5.8,2025-10-22 02:50:24.365939
Hostel A,Glo,-80.2,26.6,5.8,8.0,2025-10-17 14:50:24.365939
Hostel A,Glo,-84.3,11.5,1.8,9.9,2025-10-17 00:50:24.365939
Hostel A,Glo,-80.9,31.9,4.4,4.3,2025-10-18 16:50:24.365939
Hostel A,Glo,-79.8,26.9,5.0,7.7,2025-10-19 05:50:24.365939
Hostel A,Glo,-85.9,29.2,3.9,9.1,2025-10-21 20:50:24.365939
Hostel A,Glo,-78.2,27.4,4.9,14.7,2025-10-18 21:50:24.365939
Hostel A,Glo,-83.2,30.5,2.9,1.9,2025-10-23 11:50:24.365939
Hostel A,Glo,-83.8,20.5,9.0,5.0,2025-10-23 04:50:24.365939
Hostel A,Glo,-86.9,29.1,2.2,6.4,2025-10-19 09:50:24.365939
Hostel A,Glo,-84.4,27.5,8.9,2.3,2025-10-19 04:50:24.365939
Hostel A,Glo,-84.1,23.6,5.1,7.5,2025-10-21 12:50:24.365939
Hostel A,9mobile,-85.1,28.4,1.9,6.6,2025-10-18 09:50:24.365939
Hostel A,9mobile,-81.9,25.7,2.9,7.9,2025-10-17 09:50:24.365939
Hostel A,9mobile,-83.5,24.8,4.9,4.2,2025-10-22 19:50:24.365939
Hostel A,9mobile,-87.3,20.0,4.9,0.1,2025-10-19 11:50:24.365939
Hostel A,9mobile,-87.9,20.0,4.9,3.2,2025-10-19 04:50:24.365939
Hostel A,9mobile,-81.8,17.3,1.9,0.1,2025-10-19 01:50:24.365939
Hostel A,9mobile,-83.0,21.0,4.0,5.7,2025-10-19 09:50:24.365939
Hostel A,9mobile,-83.9,23.2,5.0,10.5,2025-10-18 15:50:24.365939
Hostel A,9mobile,-87.8,22.6,2.4,0.7,2025-10-21 16:50:24.365939
Hostel A,9mobile,-84.8,25.4,3.0,0.1,2025-10-20 06:50:24.365939
Hostel A,9mobile,-80.7,27.6,5.6,5.2,2025-10-20 17:50:24.365939
Hostel A,9mobile,-87.2,22.8,2.1,0.1,2025-10-18 23:50:24.365939
Hostel A,9mobile,-87.3,11.4,3.2,7.8,2025-10-23 02:50:24.365939
Hostel A,9mobile,-87.7,10.3,4.1,6.1,2025-10-17 05:50:24.365939
Hostel A,9mobile,-85.5,17.3,3.4,4.3,2025-10-21 08:50:24.365939
Hostel B,MTN,-76.9,42.2,13.2,9.7,2025-10-19 14:50:24.365939
Hostel B,MTN,-77.8,31.6,13.9,8.9,2025-10-21 01:50:24.365939
Hostel B,MTN,-73.9,38.5,13.0,10.4,2025-10-21 15:50:24.365939
Hostel B,MTN,-75.0,31.4,14.0,20.2,2025-10-20 08:50:24.365939
Hostel B,MTN,-76.4,44.0,13.2,13.5,2025-10-22 22:50:24.365939
Hostel B,MTN,-77.7,40.7,12.8,9.2,2025-10-16 12:50:24.367020
Hostel B,MTN,-75.1,43.5,15.2,12.4,2025-10-20 15:50:24.367020
Hostel B,MTN,-78.9,33.6,11.9,19.3,2025-10-22 00:50:24.367020
Hostel B,MTN,-71.7,34.1,12.7,16.8,2025-10-17 08:50:24.367020
Hostel B,MTN,-81.3,41.6,15.0,9.4,2025-10-17 20:50:24.367020
Hostel B,MTN,-77.5,39.7,12.1,17.3,2025-10-23 11:50:24.367020
Hostel B,MTN,-73.8,36.5,11.4,18.9,2025-10-22 03:50:24.367020
Hostel B,MTN,-78.5,33.5,11.9,15.7,2025-10-22 08:50:24.367020
Hostel B,MTN,-77.0,41.6,14.6,14.0,2025-10-20 01:50:24.367020
Hostel B,MTN,-79.1,31.2,10.8,13.5,2025-10-21 09:50:24.367020
Hostel B,Airtel,-77.8,28.3,9.0,7.6,2025-10-22 09:50:24.367020
Hostel B,Airtel,-83.2,30.9,9.9,6.6,2025-10-17 11:50:24.367020
Hostel B,Airtel,-78.7,31.4,13.1,11.9,2025-10-18 12:50:24.367020
Hostel B,Airtel,-78.8,32.2,12.0,11.6,2025-10-22 14:50:24.367020
Hostel B,Airtel,-82.3,31.7,15.4,3.8,2025-10-18 06:50:24.367020
Hostel B,Airtel,-83.6,35.8,10.5,9.8,2025-10-22 22:50:24.367020
Hostel B,Airtel,-80.4,29.3,15.5,7.6,2025-10-19 01:50:24.367020
Hostel B,Airtel,-78.9,42.1,7.0,14.3,2025-10-17 17:50:24.367020
Hostel B,Airtel,-78.5,38.8,9.6,6.5,2025-10-23 11:50:24.367020
Hostel B,Airtel,-82.0,40.0,12.7,8.6,2025-10-20 09:50:24.367020
Hostel B,Airtel,-82.2,39.8,12.3,13.3,2025-10-22 17:50:24.367020
Hostel B,Airtel,-72.2,38.6,9.4,14.3,2025-10-22 06:50:24.367020
Hostel B,Airtel,-80.4,30.8,10.0,8.1,2025-10-21 02:50:24.367020
Hostel B,Airtel,-82.0,37.1,13.7,6.1,2025-10-17 23:50:24.367020
Hostel B,Airtel,-80.3,34.0,9.5,5.4,2025-10-18 00:50:24.367020
Hostel B,Glo,-88.7,24.2,4.6,1.0,2025-10-17 02:50:24.367020
Hostel B,Glo,-86.1,28.0,6.4,7.9,2025-10-18 18:50:24.367020
Hostel B,Glo,-80.1,28.8,4.1,9.7,2025-10-21 17:50:24.367020
Hostel B,Glo,-85.3,20.7,6.6,11.5,2025-10-19 13:50:24.367020
Hostel B,Glo,-88.1,9.8,4.6,1.8,2025-10-19 20:50:24.367020
Hostel B,Glo,-85.8,14.4,7.7,4.2,2025-10-18 05:50:24.367020
Hostel B,Glo,-82.8,25.0,5.7,7.8,2025-10-20 02:50:24.367020
Hostel B,Glo,-88.6,23.5,4.2,2.6,2025-10-20 23:50:24.367020
Hostel B,Glo,-83.9,28.6,3.7,0.1,2025-10-17 12:50:24.367020
Hostel B,Glo,-84.0,18.3,4.2,4.7,2025-10-19 22:50:24.367020
Hostel B,Glo,-77.2,31.6,5.7,6.8,2025-10-17 18:50:24.367020
Hostel B,Glo,-82.1,30.6,3.6,5.2,2025-10-19 05:50:24.368076
Hostel B,Glo,-85.9,29.5,4.0,3.1,2025-10-18 16:50:24.368076
Hostel B,Glo,-87.7,20.4,6.4,0.1,2025-10-18 17:50:24.368076
Hostel B,Glo,-81.4,26.6,7.5,5.8,2025-10-17 10:50:24.368076
Hostel B,9mobile,-90.7,21.3,2.3,0.1,2025-10-20 16:50:24.368076
Hostel B,9mobile,-90.1,14.5,0.8,0.7,2025-10-22 00:50:24.368076
Hostel B,9mobile,-88.3,18.6,2.9,0.5,2025-10-22 20:50:24.368076
Hostel B,9mobile,-88.9,15.1,4.6,5.1,2025-10-21 11:50:24.368076
Hostel B,9mobile,-85.6,21.6,1.4,7.1,2025-10-20 01:50:24.368076
Hostel B,9mobile,-85.4,15.1,5.4,5.7,2025-10-18 03:50:24.368076
Hostel B,9mobile,-89.6,7.0,4.1,3.8,2025-10-23 05:50:24.368076
Hostel B,9mobile,-87.3,25.1,4.6,3.0,2025-10-22 22:50:24.368076
Hostel B,9mobile,-90.3,21.9,5.9,9.7,2025-10-20 19:50:24.368076
Hostel B,9mobile,-81.6,25.5,0.0,3.5,2025-10-21 11:50:24.368076
Hostel B,9mobile,-84.4,20.9,2.5,5.2,2025-10-18 17:50:24.368076
Hostel B,9mobile,-93.1,10.0,1.7,4.1,2025-10-17 08:50:24.368076
Hostel B,9mobile,-84.3,17.8,0.2,3.4,2025-10-21 06:50:24.368076
Hostel B,9mobile,-83.3,16.2,2.4,10.1,2025-10-22 14:50:24.368076
Hostel B,9mobile,-89.7,21.0,1.0,1.6,2025-10-21 17:50:24.368076
Hostel C,MTN,-79.3,28.7,14.3,16.1,2025-10-21 20:50:24.368076
Hostel C,MTN,-77.8,42.1,11.7,19.1,2025-10-20 15:50:24.368076
Hostel C,MTN,-74.2,46.7,17.3,17.2,2025-10-23 01:50:24.368076
Hostel C,MTN,-83.2,32.3,14.5,13.0,2025-10-19 10:50:24.368076
Hostel C,MTN,-74.4,48.5,15.1,10.8,2025-10-20 21:50:24.368076
Hostel C,MTN,-78.6,43.2,16.2,10.3,2025-10-19 02:50:24.368076
Hostel C,MTN,-82.5,34.1,16.4,8.3,2025-10-17 06:50:24.368076
Hostel C,MTN,-77.7,37.2,14.4,18.5,2025-10-21 16:50:24.368076
Hostel C,MTN,-77.4,38.4,15.9,22.6,2025-10-22 23:50:24.368076
Hostel C,MTN,-82.1,36.7,12.5,10.7,2025-10-22 18:50:24.368076
Hostel C,MTN,-75.6,47.6,14.1,14.8,2025-10-22 09:50:24.368076
Hostel C,MTN,-78.2,49.3,13.7,15.0,2025-10-21 18:50:24.368076
Hostel C,MTN,-78.4,34.3,14.2,13.0,2025-10-23 10:50:24.368076
Hostel C,MTN,-76.9,35.5,13.3,15.8,2025-10-20 11:50:24.368076
Hostel C,MTN,-76.2,48.9,15.0,15.4,2025-10-22 13:50:24.368076
Hostel C,Airtel,-81.2,32.9,13.7,14.6,2025-10-21 09:50:24.368076
Hostel C,Airtel,-81.8,32.1,11.6,9.9,2025-10-23 03:50:24.368076
Hostel C,Airtel,-82.3,28.9,10.6,13.2,2025-10-21 23:50:24.369138
Hostel C,Airtel,-78.7,32.7,13.1,9.2,2025-10-18 07:50:24.369138
Hostel C,Airtel,-80.6,34.3,8.9,4.0,2025-10-20 17:50:24.369138
Hostel C,Airtel,-84.3,33.5,10.6,8.2,2025-10-21 05:50:24.369138
Hostel C,Airtel,-83.6,39.0,10.6,6.4,2025-10-21 13:50:24.369138
Hostel C,Airtel,-79.0,28.9,10.0,10.0,2025-10-16 13:50:24.369138
Hostel C,Airtel,-85.0,26.7,10.9,10.4,2025-10-21 22:50:24.369138
Hostel C,Airtel,-81.4,33.9,9.3,10.4,2025-10-19 20:50:24.369138
Hostel C,Airtel,-79.9,36.9,12.2,14.0,2025-10-22 05:50:24.369138
Hostel C,Airtel,-80.6,30.3,13.3,12.5,2025-10-19 08:50:24.369138
Hostel C,Airtel,-74.4,42.3,9.9,13.8,2025-10-18 00:50:24.369138
Hostel C,Airtel,-80.6,37.7,9.1,15.0,2025-10-22 17:50:24.369138
Hostel C,Airtel,-76.6,35.7,11.7,15.8,2025-10-22 23:50:24.369138
Hostel C,Glo,-87.0,22.6,6.5,6.6,2025-10-22 13:50:24.369138
Hostel C,Glo,-84.0,28.7,4.5,4.7,2025-10-22 01:50:24.369138
Hostel C,Glo,-87.6,23.6,6.0,6.1,2025-10-17 21:50:24.369138
Hostel C,Glo,-77.8,27.7,3.2,3.1,2025-10-21 10:50:24.369138
Hostel C,Glo,-84.3,20.2,6.2,2.9,2025-10-20 17:50:24.369138
Hostel C,Glo,-84.7,30.6,5.5,10.2,2025-10-17 16:50:24.369138
Hostel C,Glo,-84.7,24.9,7.7,4.6,2025-10-17 05:50:24.369138
Hostel C,Glo,-82.4,25.2,6.5,5.4,2025-10-21 13:50:24.369138
Hostel C,Glo,-87.0,30.1,2.5,6.6,2025-10-20 14:50:24.369138
Hostel C,Glo,-84.9,22.9,4.2,6.2,2025-10-23 07:50:24.369138
Hostel C,Glo,-88.1,14.8,0.2,5.0,2025-10-18 20:50:24.373909
Hostel C,Glo,-85.9,26.1,7.1,3.8,2025-10-21 11:50:24.373909
Hostel C,Glo,-80.9,31.5,6.1,8.5,2025-10-20 20:50:24.373909
Hostel C,Glo,-86.5,27.2,3.3,1.6,2025-10-17 04:50:24.373909
Hostel C,Glo,-79.6,28.3,3.6,7.9,2025-10-20 16:50:24.373909
Hostel C,9mobile,-85.5,26.3,3.6,0.1,2025-10-23 09:50:24.373909
Hostel C,9mobile,-88.2,19.8,2.9,0.1,2025-10-19 13:50:24.373909
Hostel C,9mobile,-88.1,17.2,3.0,2.4,2025-10-17 05:50:24.373909
Hostel C,9mobile,-86.0,24.5,2.2,2.7,2025-10-21 23:50:24.373909
Hostel C,9mobile,-90.8,19.3,3.7,2.6,2025-10-20 08:50:24.373909
Hostel C,9mobile,-90.4,24.7,3.6,0.1,2025-10-22 16:50:24.373909
Hostel C,9mobile,-87.8,22.0,5.1,0.1,2025-10-17 04:50:24.373909
Hostel C,9mobile,-86.0,22.8,2.5,4.3,2025-10-18 10:50:24.373909
Hostel C,9mobile,-85.4,22.0,4.1,5.3,2025-10-18 08:50:24.373909
Hostel C,9mobile,-94.2,17.2,0.7,3.1,2025-10-17 13:50:24.373909
Hostel C,9mobile,-89.7,23.5,6.3,3.3,2025-10-19 20:50:24.373909
Hostel C,9mobile,-89.8,14.9,2.8,2.4,2025-10-18 21:50:24.373909
Hostel C,9mobile,-84.0,18.3,4.3,0.1,2025-10-18 11:50:24.375118
Hostel C,9mobile,-88.0,20.7,4.0,6.3,2025-10-16 13:50:24.375118
Hostel C,9mobile,-85.3,10.3,2.4,2.9,2025-10-16 18:50:24.375118
Hostel D,MTN,-77.5,39.8,17.5,13.0,2025-10-18 15:50:24.375118
Hostel D,MTN,-77.2,39.9,11.9,13.8,2025-10-21 09:50:24.375118
Hostel D,MTN,-75.3,45.0,15.2,13.4,2025-10-22 06:50:24.375118
Hostel D,MTN,-77.5,40.0,12.8,16.4,2025-10-23 10:50:24.375118
Hostel D,MTN,-76.5,44.4,16.5,13.7,2025-10-21 08:50:24.375118
Hostel D,MTN,-76.3,34.6,12.8,11.8,2025-10-21 19:50:24.375118
Hostel D,MTN,-74.6,51.7,14.4,11.4,2025-10-18 21:50:24.375118
Hostel D,MTN,-78.1,43.4,10.7,15.6,2025-10-21 20:50:24.375118
Hostel D,MTN,-68.9,45.5,14.5,16.8,2025-10-21 05:50:24.375118
Hostel D,MTN,-74.6,46.3,12.1,22.4,2025-10-17 09:50:24.375118
Hostel D,MTN,-73.2,41.9,14.0,18.9,2025-10-20 11:50:24.375118
Hostel D,MTN,-77.7,37.8,14.5,13.0,2025-10-20 09:50:24.375118
Hostel D,MTN,-72.7,53.5,15.4,13.4,2025-10-21 10:50:24.375118
Hostel D,MTN,-75.2,40.9,10.8,17.9,2025-10-17 18:50:24.375118
Hostel D,MTN,-73.9,35.2,12.6,18.5,2025-10-18 12:50:24.375118
Hostel D,Airtel,-75.6,42.2,10.0,12.5,2025-10-16 16:50:24.375118
Hostel D,Airtel,-81.6,34.5,11.5,9.8,2025-10-16 18:50:24.375118
Hostel D,Airtel,-84.1,26.2,9.3,5.6,2025-10-19 06:50:24.375118
Hostel D,Airtel,-78.2,38.0,13.7,16.2,2025-10-16 20:50:24.375118
Hostel D,Airtel,-81.5,32.3,13.1,14.3,2025-10-19 19:50:24.375118
Hostel D,Airtel,-79.7,41.0,11.5,7.8,2025-10-19 07:50:24.375118
Hostel D,Airtel,-78.4,41.3,9.2,8.1,2025-10-18 19:50:24.375118
Hostel D,Airtel,-82.9,34.0,14.5,8.7,2025-10-23 10:50:24.375118
Hostel D,Airtel,-72.7,33.1,9.1,12.7,2025-10-21 15:50:24.375118
Hostel D,Airtel,-81.7,37.3,14.9,13.4,2025-10-17 01:50:24.375118
Hostel D,Airtel,-81.8,42.8,11.7,14.2,2025-10-19 21:50:24.375118
Hostel D,Airtel,-84.8,29.4,14.1,9.0,2025-10-21 23:50:24.375118
Hostel D,Airtel,-75.4,37.1,10.0,16.2,2025-10-17 11:50:24.375118
Hostel D,Airtel,-76.3,37.5,12.3,13.3,2025-10-17 17:50:24.376130
Hostel D,Airtel,-83.5,26.1,13.2,13.5,2025-10-20 19:50:24.376130
Hostel D,Glo,-77.9,37.5,7.9,10.1,2025-10-20 14:50:24.376130
Hostel D,Glo,-84.2,27.5,6.2,6.5,2025-10-18 12:50:24.376130
Hostel D,Glo,-90.1,19.3,7.4,0.1,2025-10-17 18:50:24.376130
Hostel D,Glo,-80.1,25.7,5.5,6.4,2025-10-18 11:50:24.376130
Hostel D,Glo,-83.5,20.3,7.4,5.1,2025-10-18 00:50:24.376130
Hostel D,Glo,-80.1,31.6,3.8,2.4,2025-10-20 15:50:24.376130
Hostel D,Glo,-87.3,20.0,6.0,3.7,2025-10-19 13:50:24.376130
Hostel D,Glo,-81.9,25.2,3.5,5.8,2025-10-23 08:50:24.376130
Hostel D,Glo,-85.2,25.7,7.5,5.2,2025-10-23 02:50:24.376130
Hostel D,Glo,-88.0,27.6,2.2,2.9,2025-10-17 03:50:24.376130
Hostel D,Glo,-85.6,34.1,9.0,4.6,2025-10-20 12:50:24.376130
Hostel D,Glo,-78.5,27.3,5.0,8.0,2025-10-21 04:50:24.376130
Hostel D,Glo,-86.1,23.2,6.7,6.8,2025-10-20 07:50:24.376130
Hostel D,Glo,-86.5,21.4,8.0,4.9,2025-10-19 08:50:24.376130
Hostel D,Glo,-86.2,19.3,8.5,3.9,2025-10-22 21:50:24.376130
Hostel D,9mobile,-87.5,25.5,2.3,3.5,2025-10-20 08:50:24.376130
Hostel D,9mobile,-87.0,8.0,1.7,3.3,2025-10-21 17:50:24.376130
Hostel D,9mobile,-86.3,21.6,2.9,3.5,2025-10-17 13:50:24.376130
Hostel D,9mobile,-87.0,19.5,4.6,1.6,2025-10-20 04:50:24.376130
Hostel D,9mobile,-84.4,22.8,4.8,0.7,2025-10-20 19:50:24.376130
Hostel D,9mobile,-88.4,15.0,3.6,0.1,2025-10-17 03:50:24.376130
Hostel D,9mobile,-92.2,6.7,3.3,0.3,2025-10-20 20:50:24.376130
Hostel D,9mobile,-84.1,30.0,4.9,3.5,2025-10-19 18:50:24.376130
Hostel D,9mobile,-89.9,19.1,7.4,1.9,2025-10-17 23:50:24.376130
Hostel D,9mobile,-87.3,16.7,3.5,1.4,2025-10-20 08:50:24.376130
Hostel D,9mobile,-84.9,22.7,4.6,2.9,2025-10-19 09:50:24.376130
Hostel D,9mobile,-87.2,20.6,4.5,6.8,2025-10-22 15:50:24.376130
Hostel D,9mobile,-84.6,18.1,3.8,1.9,2025-10-21 08:50:24.377131
Hostel D,9mobile,-89.0,14.5,3.5,2.3,2025-10-22 13:50:24.377131
Hostel D,9mobile,-83.9,29.1,3.9,3.4,2025-10-19 03:50:24.377131
Hostel E,MTN,-71.3,44.4,13.5,14.4,2025-10-20 10:50:24.377131
Hostel E,MTN,-79.1,39.2,16.5,11.7,2025-10-21 14:50:24.377131
Hostel E,MTN,-74.3,46.8,11.3,14.8,2025-10-22 17:50:24.377131
Hostel E,MTN,-77.9,47.3,13.3,11.3,2025-10-18 10:50:24.377131
Hostel E,MTN,-78.1,37.7,11.0,16.2,2025-10-19 06:50:24.377131
Hostel E,MTN,-75.5,45.3,11.3,14.8,2025-10-21 22:50:24.377131
Hostel E,MTN,-77.4,35.7,16.2,14.5,2025-10-18 21:50:24.377131
Hostel E,MTN,-73.7,38.0,14.6,13.3,2025-10-20 06:50:24.377131
Hostel E,MTN,-81.6,33.3,13.8,10.8,2025-10-17 10:50:24.377131
Hostel E,MTN,-79.6,42.2,14.2,8.0,2025-10-21 12:50:24.377131
Hostel E,MTN,-80.9,36.7,14.0,10.7,2025-10-19 02:50:24.377131
Hostel E,MTN,-82.0,32.5,15.5,7.2,2025-10-17 01:50:24.377131
Hostel E,MTN,-74.3,40.9,14.8,13.4,2025-10-22 03:50:24.377131
Hostel E,MTN,-75.3,41.3,14.7,13.7,2025-10-19 04:50:24.377131
Hostel E,MTN,-79.1,44.9,9.5,15.1,2025-10-21 18:50:24.377131
Hostel E,Airtel,-79.5,38.6,15.5,14.1,2025-10-22 09:50:24.377131
Hostel E,Airtel,-83.1,34.1,10.5,6.8,2025-10-18 22:50:24.377131
Hostel E,Airtel,-80.0,42.4,11.9,4.8,2025-10-22 03:50:24.377131
Hostel E,Airtel,-76.3,43.4,13.4,13.3,2025-10-17 22:50:24.377131
Hostel E,Airtel,-79.8,28.6,7.0,11.6,2025-10-20 01:50:24.377131
Hostel E,Airtel,-82.0,25.3,10.8,9.3,2025-10-22 21:50:24.377131
Hostel E,Airtel,-81.1,43.1,14.4,15.2,2025-10-18 02:50:24.377131
Hostel E,Airtel,-82.2,34.7,11.5,15.9,2025-10-21 04:50:24.377131
Hostel E,Airtel,-77.6,34.0,15.2,7.3,2025-10-18 01:50:24.377131
Hostel E,Airtel,-77.8,26.2,13.6,14.8,2025-10-22 15:50:24.377131
Hostel E,Airtel,-77.3,35.3,10.8,10.8,2025-10-16 20:50:24.377131
Hostel E,Airtel,-84.6,24.8,12.6,7.7,2025-10-16 13:50:24.377131
Hostel E,Airtel,-87.0,23.9,11.1,8.6,2025-10-20 08:50:24.377131
Hostel E,Airtel,-79.1,33.3,11.5,12.2,2025-10-17 02:50:24.377131
Hostel E,Airtel,-81.5,31.6,11.1,7.1,2025-10-19 07:50:24.377131
Hostel E,Glo,-85.0,27.8,2.4,4.0,2025-10-17 00:50:24.377131
Hostel E,Glo,-78.1,30.1,5.9,5.7,2025-10-23 08:50:24.377131
Hostel E,Glo,-82.3,30.7,4.0,9.6,2025-10-17 02:50:24.377131
Hostel E,Glo,-86.5,28.8,5.5,1.6,2025-10-18 07:50:24.378455
Hostel E,Glo,-80.8,29.3,4.8,0.7,2025-10-18 02:50:24.378455
Hostel E,Glo,-86.9,20.6,5.3,0.8,2025-10-21 13:50:24.378455
Hostel E,Glo,-84.0,20.6,6.2,5.9,2025-10-22 04:50:24.378455
Hostel E,Glo,-84.0,20.9,5.0,11.5,2025-10-20 13:50:24.378455
Hostel E,Glo,-86.1,27.2,5.0,7.2,2025-10-17 21:50:24.378455
Hostel E,Glo,-76.6,25.5,7.4,8.3,2025-10-21 08:50:24.378455
Hostel E,Glo,-86.9,36.4,7.6,10.4,2025-10-20 09:50:24.378455
Hostel E,Glo,-84.3,19.9,5.0,2.4,2025-10-22 13:50:24.378455
Hostel E,Glo,-84.1,27.6,4.5,11.4,2025-10-16 14:50:24.378455
Hostel E,Glo,-82.8,23.0,5.4,6.8,2025-10-21 22:50:24.378455
Hostel E,Glo,-82.9,28.3,9.8,5.7,2025-10-18 22:50:24.378455
Hostel E,9mobile,-87.8,15.8,8.0,2.8,2025-10-17 13:50:24.378455
Hostel E,9mobile,-91.4,19.0,5.2,0.8,2025-10-19 01:50:24.378455
Hostel E,9mobile,-86.3,23.4,4.4,5.0,2025-10-22 22:50:24.378455
Hostel E,9mobile,-80.8,32.1,3.9,7.4,2025-10-17 14:50:24.378455
Hostel E,9mobile,-84.2,15.3,2.6,3.5,2025-10-17 09:50:24.378455
Hostel E,9mobile,-85.3,20.0,4.2,1.2,2025-10-19 21:50:24.378455
Hostel E,9mobile,-84.7,14.8,4.0,3.9,2025-10-17 14:50:24.378455
Hostel E,9mobile,-86.4,15.0,2.8,6.1,2025-10-21 18:50:24.378455
Hostel E,9mobile,-82.6,23.8,5.7,3.8,2025-10-18 00:50:24.378455
Hostel E,9mobile,-89.3,20.1,7.1,3.3,2025-10-17 06:50:24.378455
Hostel E,9mobile,-84.1,18.8,1.5,1.5,2025-10-16 15:50:24.378455
Hostel E,9mobile,-87.0,21.5,3.6,8.1,2025-10-20 15:50:24.378455
Hostel E,9mobile,-88.4,22.0,3.4,3.6,2025-10-20 02:50:24.378455
Hostel E,9mobile,-82.5,22.7,5.5,3.8,2025-10-21 22:50:24.378455
Hostel E,9mobile,-87.6,24.2,3.7,0.9,2025-10-20 01:50:24.378455
NDDC,MTN,-76.3,46.8,14.4,23.7,2025-10-23 04:50:24.378455
NDDC,MTN,-77.5,39.4,16.9,13.7,2025-10-20 17:50:24.378455
NDDC,MTN,-74.8,49.2,15.6,18.6,2025-10-18 21:50:24.378455
NDDC,MTN,-71.3,46.0,14.4,20.1,2025-10-22 18:50:24.378455
NDDC,MTN,-74.2,54.0,14.5,18.4,2025-10-21 05:50:24.378455
NDDC,MTN,-69.5,54.1,11.0,23.4,2025-10-20 23:50:24.378455
NDDC,MTN,-75.0,53.9,16.3,16.0,2025-10-20 18:50:24.378455
NDDC,MTN,-75.3,47.6,16.2,22.0,2025-10-21 08:50:24.378455
NDDC,MTN,-74.2,45.0,16.7,19.9,2025-10-16 18:50:24.378455
NDDC,MTN,-76.2,41.8,12.6,19.3,2025-10-19 18:50:24.378455
NDDC,MTN,-75.8,45.4,17.2,17.3,2025-10-23 08:50:24.378455
NDDC,MTN,-72.1,50.0,14.6,24.0,2025-10-20 09:50:24.378455
NDDC,MTN,-73.1,50.0,14.4,21.0,2025-10-21 07:50:24.378455
NDDC,MTN,-82.4,35.5,15.0,4.9,2025-10-19 10:50:24.378455
NDDC,MTN,-73.2,38.0,16.9,20.6,2025-10-20 09:50:24.378455
NDDC,Airtel,-76.0,39.6,15.2,13.9,2025-10-19 09:50:24.378455
NDDC,Airtel,-77.3,46.6,13.6,9.5,2025-10-20 23:50:24.378455
NDDC,Airtel,-73.2,37.7,13.5,24.0,2025-10-18 16:50:24.379833
NDDC,Airtel,-73.1,47.9,15.4,13.8,2025-10-18 06:50:24.379833
NDDC,Airtel,-77.1,38.5,12.0,16.9,2025-10-23 01:50:24.379833
NDDC,Airtel,-80.9,38.5,16.3,14.8,2025-10-23 05:50:24.379833
NDDC,Airtel,-80.1,41.4,11.7,12.2,2025-10-20 13:50:24.379833
NDDC,Airtel,-77.3,38.6,15.1,11.9,2025-10-20 17:50:24.379833
NDDC,Airtel,-73.9,45.7,15.2,16.5,2025-10-18 03:50:24.379833
NDDC,Airtel,-75.6,34.4,10.7,15.9,2025-10-17 04:50:24.379833
NDDC,Airtel,-82.3,37.0,12.8,12.7,2025-10-16 13:50:24.379833
NDDC,Airtel,-74.5,54.9,11.5,14.0,2025-10-20 19:50:24.379833
NDDC,Airtel,-79.1,39.1,9.7,10.3,2025-10-23 08:50:24.379833
NDDC,Airtel,-75.0,43.9,11.0,17.0,2025-10-17 03:50:24.379833
NDDC,Airtel,-71.8,40.9,12.1,18.8,2025-10-20 13:50:24.379833
NDDC,Glo,-81.3,27.1,6.5,6.7,2025-10-16 19:50:24.379833
NDDC,Glo,-81.6,35.3,2.7,12.8,2025-10-16 23:50:24.379833
NDDC,Glo,-77.4,27.7,7.1,8.9,2025-10-21 17:50:24.379833
NDDC,Glo,-84.1,35.1,9.5,0.8,2025-10-22 09:50:24.379833
NDDC,Glo,-79.5,32.6,5.6,8.2,2025-10-20 02:50:24.379833
NDDC,Glo,-81.8,29.4,9.0,6.5,2025-10-21 04:50:24.379833
NDDC,Glo,-77.2,32.1,6.2,11.0,2025-10-20 08:50:24.379833
NDDC,Glo,-78.7,34.6,12.7,9.6,2025-10-21 10:50:24.379833
NDDC,Glo,-81.6,23.2,12.4,8.7,2025-10-16 15:50:24.379833
NDDC,Glo,-80.9,30.4,9.9,6.7,2025-10-20 10:50:24.379833
NDDC,Glo,-84.1,33.2,6.9,5.7,2025-10-19 17:50:24.379833
NDDC,Glo,-81.5,31.0,9.7,3.7,2025-10-16 21:50:24.379833
NDDC,Glo,-81.2,34.2,8.5,7.4,2025-10-23 04:50:24.379833
NDDC,Glo,-75.6,43.9,8.6,8.1,2025-10-18 05:50:24.379833
NDDC,Glo,-79.4,34.5,6.4,10.8,2025-10-21 02:50:24.379833
NDDC,9mobile,-87.4,18.2,7.6,0.1,2025-10-23 01:50:24.379833
NDDC,9mobile,-80.9,17.0,3.7,4.5,2025-10-20 00:50:24.379833
NDDC,9mobile,-83.7,29.6,5.2,6.2,2025-10-22 09:50:24.379833
